trial,agent.0.algorithm.center_return,final_return_ma,strength,max_strength,final_strength,sample_efficiency,training_efficiency,stability,consistency
0,True,182.87500381469727,161.0150032043457,178.13999938964844,178.13999938964844,2.8222037144587375e-05,0.0006454756075982004,0.9268317371606827,0.6592088276056987
1,False,155.17499923706055,133.31500053405762,178.13999938964844,112.38999938964844,2.4025912352954037e-05,0.00042788680002558976,0.8417021315544844,0.3809970364883234
