epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.002,,0.01,,
471.0,23.0,2020.0,2355.0,10000.0,4.9504952,22.0,22.0,-0.003016321,0.002,,0.0055,0.68051666,
852.0,11.0,4231.0,4260.0,20000.0,4.727015,19.0,20.5,0.0012140651,0.002,,0.001,0.6592994,
1182.0,10.0,6177.0,5910.0,30000.0,4.8567266,128.0,56.333332,-0.00032373797,0.002,,0.001,0.6127537,
1317.0,55.0,8235.0,6585.0,40000.0,4.8573165,26.0,48.75,0.00032484537,0.002,,0.001,0.66256326,
1693.0,26.0,10421.0,8465.0,50000.0,4.798004,48.0,48.6,0.0003421614,0.002,,0.001,0.5908214,
2370.0,9.0,12661.0,11850.0,60000.0,4.738962,10.0,42.166668,-7.363378e-07,0.002,,0.001,0.05555923,
3431.0,8.0,15050.0,17160.0,70000.0,4.6511626,8.0,37.285713,1.7598682e-05,0.002,,0.001,0.013738021,
4497.0,9.0,17304.0,22490.0,80000.0,4.6232085,9.0,33.75,1.6649341e-05,0.002,,0.001,0.01589001,
5559.0,3.0,19331.0,27795.0,90000.0,4.6557345,10.0,31.11111,-0.000104752224,0.002,,0.001,0.12537527,
6429.0,4.0,21294.0,32145.0,100000.0,4.6961584,10.0,29.0,1.0603168e-05,0.002,,0.001,0.01183054,
