epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.002,,0.01,,
122.0,47.0,1893.0,610.0,10000.0,5.28262,162.0,162.0,-0.116237074,0.002,,0.0055,0.5878048,
179.0,118.0,3485.0,895.0,20000.0,5.738881,146.0,154.0,-0.09398979,0.002,,0.001,0.5699981,
237.0,123.0,5022.0,1185.0,30000.0,5.973716,200.0,169.33333,0.0018537783,0.002,,0.001,0.5723406,
297.0,108.0,6484.0,1485.0,40000.0,6.1690316,171.0,169.75,0.00014964922,0.002,,0.001,0.55651313,
352.0,60.0,8024.0,1760.0,50000.0,6.231306,200.0,175.8,0.021298375,0.002,,0.001,0.57205176,
409.0,35.0,9504.0,2045.0,60000.0,6.3131313,136.0,169.16667,-0.019173115,0.002,,0.001,0.54057205,
465.0,105.0,11025.0,2325.0,70000.0,6.3492064,200.0,173.57143,-0.052156378,0.002,,0.001,0.53696764,
525.0,33.0,12464.0,2625.0,80000.0,6.418485,105.0,165.0,0.05741665,0.002,,0.001,0.5202194,
588.0,3.0,13997.0,2940.0,90000.0,6.4299493,161.0,164.55556,0.024050029,0.002,,0.001,0.5358217,
652.0,59.0,15400.0,3260.0,100000.0,6.4935064,182.0,166.3,0.011099722,0.002,,0.001,0.5448346,
