epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.002,,0.01,,
166.0,170.0,2095.0,830.0,10000.0,4.7732697,88.0,88.0,-0.0023655791,0.002,,0.0055,0.6230066,
293.0,19.0,4227.0,1465.0,20000.0,4.731488,61.0,74.5,-0.008482644,0.002,,0.001,0.66173357,
406.0,160.0,6233.0,2030.0,30000.0,4.8130918,200.0,116.333336,0.0030469464,0.002,,0.001,0.58963126,
460.0,144.0,8196.0,2300.0,40000.0,4.8804293,200.0,137.25,0.00061405625,0.002,,0.001,0.5849699,
513.0,174.0,10332.0,2565.0,50000.0,4.839334,200.0,149.8,-0.0025259776,0.002,,0.001,0.57664967,
566.0,65.0,12252.0,2830.0,60000.0,4.8971596,200.0,158.16667,-0.0033046715,0.002,,0.001,0.58751607,
620.0,139.0,14231.0,3100.0,70000.0,4.918839,137.0,155.14285,-0.00096980424,0.002,,0.001,0.5429913,
672.0,127.0,16236.0,3360.0,80000.0,4.927322,200.0,160.75,0.003842977,0.002,,0.001,0.5813546,
724.0,115.0,18287.0,3620.0,90000.0,4.921529,200.0,165.11111,-0.0029715092,0.002,,0.001,0.5877991,
776.0,115.0,20265.0,3880.0,100000.0,4.9346166,200.0,168.6,-0.0012781068,0.002,,0.001,0.54171175,
